pair_name,top_model_name,ranking_confidence,iptm,ptm,mean_plddt,pae_mean,pae_p10,pae_p50,pae_p90,inter_chain_pae_mean,n_residues,run_dir
ABK70300.1_and_ABK69524.1,model_1_multimer_v3_pred_0,0.7957616434707376,0.7864262461662292,0.8331030538748367,86.9760097252991,10.117568312425359,2.2,6.2,30.5,12.73482945233253,626,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69524.1
ABK70300.1_and_ABK69525.1,model_3_multimer_v3_pred_0,0.41052527860606314,0.32824909687042236,0.7396299459439815,84.78792768466607,11.994044836689946,2.3,9.4,24.8,20.741560825912895,539,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69525.1
ABK70300.1_and_ABK69526.1,model_1_multimer_v3_pred_0,0.25319067678175183,0.17980194091796875,0.5467456351380453,86.30487906968874,17.236891652733725,2.2,23.6,29.2,27.29941286527596,743,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69526.1
ABK70300.1_and_ABK69527.1,model_3_multimer_v3_pred_0,0.29668128707153474,0.18926306068897247,0.726354207502945,84.8163304336477,13.600922924996567,2.2,8.4,29.0,26.185377007886967,519,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69527.1
ABK70300.1_and_ABK69528.1,model_4_multimer_v3_pred_0,0.23710228627136376,0.1548277735710144,0.5662003221716,89.46940710891747,17.380832500393073,2.3,24.0,30.2,28.82581582224718,844,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69528.1
ABK70300.1_and_ABK69529.1,model_1_multimer_v3_pred_0,0.2701258132780545,0.18822547793388367,0.5977271099512544,84.79131795534997,16.935600018112776,2.3,22.3,30.1,26.74820440273835,681,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69529.1
ABK70300.1_and_ABK69530.1,model_3_multimer_v3_pred_0,0.3095871019607808,0.23725523054599762,0.5989146025210749,87.58173401717839,15.90700493111214,2.3,20.8,27.9,26.167199255856435,703,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69530.1
ABK70300.1_and_ABK69532.1,model_1_multimer_v3_pred_0,0.32403285446857744,0.21363604068756104,0.7656200797903205,79.02345032010558,12.605353566444181,2.1,7.5,29.5,25.70404002239045,487,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69532.1
ABK70300.1_and_ABK69533.1,model_1_multimer_v3_pred_0,0.38593970264263644,0.29720625281333923,0.7408735168609865,85.49335783389043,12.376371593340476,2.0,8.9,26.0,22.002192335372442,537,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69533.1
ABK70300.1_and_ABK69534.1,model_5_multimer_v3_pred_0,0.25396852578055795,0.16042166948318481,0.6281559360688891,88.49044915312304,15.951356109714412,2.2,15.7,29.5,27.53079452733128,631,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69534.1
ABK70300.1_and_ABK69535.1,model_2_multimer_v3_pred_0,0.24895531707705082,0.16260305047035217,0.5943643686026842,91.2420264095346,16.313313493617354,1.9,19.8,29.5,27.928373387595048,678,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69535.1
ABK70300.1_and_ABK69536.1,model_5_multimer_v3_pred_0,0.26304076578115054,0.178411066532135,0.601559577678374,81.03378638336919,17.429580978989875,3.0,20.4,29.4,27.30012933540069,657,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69536.1
ABK70300.1_and_ABK69537.1,model_3_multimer_v3_pred_0,0.2380095337546284,0.16237202286720276,0.5405595475020086,86.624418100913,17.09454394185616,2.6,23.8,29.4,27.872415427534712,769,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69537.1
ABK70300.1_and_ABK69538.1,model_1_multimer_v3_pred_0,0.3355238987349102,0.2957623600959778,0.4945700383894785,70.83761134545415,23.247077623297336,3.0,29.6,31.2,29.87552133019892,1337,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69538.1
ABK70300.1_and_ABK69539.1,model_1_multimer_v3_pred_0,0.2660283459277098,0.1979304552078247,0.5384198641037665,82.62881375710514,18.018481435917593,3.4,24.6,29.5,27.922162627754755,919,/groups/sea/home/rande/apd/dnaN/results/ABK70300.1_and_ABK69539.1
