pair_name,top_model_name,ranking_confidence,iptm,ptm,mean_plddt,pae_mean,pae_p10,pae_p50,pae_p90,inter_chain_pae_mean,n_residues,run_dir
Waterfoul_SEA_WATERFOUL_71_and_ABK69524.1,model_2_multimer_v3_pred_0,0.20764686602228133,0.1548788845539093,0.4187187769946083,69.8191690109748,22.457363519259488,2.9,27.2,31.0,27.4550718063844,513,runs/Waterfoul_gp71_full/Waterfoul_SEA_WATERFOUL_71_and_ABK69524.1
Waterfoul_SEA_WATERFOUL_71_and_ABK69525.1,model_1_multimer_v3_pred_0,0.2411288954025897,0.20011107623577118,0.40520014226754136,64.98541139401897,21.97361138662964,3.9,26.6,30.3,26.091879091450274,426,runs/Waterfoul_gp71_full/Waterfoul_SEA_WATERFOUL_71_and_ABK69525.1
Waterfoul_SEA_WATERFOUL_71_and_ABK69526.1,model_3_multimer_v3_pred_0,0.22577075339674152,0.1470460295677185,0.5406696561634141,75.90318779581732,20.674990677752582,2.2,27.4,30.9,28.590877126926355,630,runs/Waterfoul_gp71_full/Waterfoul_SEA_WATERFOUL_71_and_ABK69526.1
Waterfoul_SEA_WATERFOUL_71_and_ABK69527.1,model_1_multimer_v3_pred_0,0.5337247443553123,0.5674866437911987,0.39867708700712157,71.62117749872978,21.70541386590308,3.8,27.7,30.7,25.21090250519554,406,runs/Waterfoul_gp71_full/Waterfoul_SEA_WATERFOUL_71_and_ABK69527.1
Waterfoul_SEA_WATERFOUL_71_and_ABK69528.1,model_3_multimer_v3_pred_0,0.2678341927052007,0.17683324217796326,0.6318379501106668,80.37490658053174,18.494986909598566,2.5,24.7,30.9,27.845035368812432,731,runs/Waterfoul_gp71_full/Waterfoul_SEA_WATERFOUL_71_and_ABK69528.1
Waterfoul_SEA_WATERFOUL_71_and_ABK69529.1,model_2_multimer_v3_pred_0,0.2317509002178903,0.17102760076522827,0.4746440533250547,71.83367890527164,21.51307435280698,2.8,27.3,30.8,27.519186421344433,568,runs/Waterfoul_gp71_full/Waterfoul_SEA_WATERFOUL_71_and_ABK69529.1
Waterfoul_SEA_WATERFOUL_71_and_ABK69530.1,model_1_multimer_v3_pred_0,0.3262347781275289,0.26957541704177856,0.5528722224705301,73.34350928835336,20.361704108014937,2.2,27.7,30.6,28.41346140568888,590,runs/Waterfoul_gp71_full/Waterfoul_SEA_WATERFOUL_71_and_ABK69530.1
Waterfoul_SEA_WATERFOUL_71_and_ABK69531.1,model_1_multimer_v3_pred_0,0.24991979679613208,0.1611325740814209,0.6050687025561379,74.10958124355089,19.243176834521105,2.2,26.8,30.4,28.512104990348583,678,runs/Waterfoul_gp71_full/Waterfoul_SEA_WATERFOUL_71_and_ABK69531.1
Waterfoul_SEA_WATERFOUL_71_and_ABK69532.1,model_4_multimer_v3_pred_0,0.29063566226149173,0.26135510206222534,0.40775791795971855,59.40709951201218,22.240340015442246,4.9,27.3,30.5,25.38576095461668,374,runs/Waterfoul_gp71_full/Waterfoul_SEA_WATERFOUL_71_and_ABK69532.1
Waterfoul_SEA_WATERFOUL_71_and_ABK69533.1,model_4_multimer_v3_pred_0,0.23119464064424258,0.19242259860038757,0.3862827790173402,54.43868981366466,22.478585016909932,4.0,25.9,31.0,25.468112424547797,424,runs/Waterfoul_gp71_full/Waterfoul_SEA_WATERFOUL_71_and_ABK69533.1
